day,tf,side,entry_ts,exit_ts,entry,exit,stop,target,babies,mother_rng,mother_ts,mother_high,mother_low,baby_ts_first,baby_ts_last,gross_pts,net_pts,reason,win
2025-09-09,5m,LONG,2025-09-09 14:55:00,2025-09-09 15:30:00,24952.3,24961.0,24921.0,24979.3,2,27.0,2025-09-09 14:40:00,24948.0,24921.0,2025-09-09 14:45:00,2025-09-09 14:50:00,8.7,-11.3,EOD,0
2025-09-10,5m,SHORT,2025-09-10 14:20:00,2025-09-10 15:20:00,25051.4,25080.0,25080.0,25024.1,1,27.3,2025-09-10 14:10:00,25080.0,25052.7,2025-09-10 14:15:00,2025-09-10 14:15:00,-28.6,-48.6,STOP,0
2025-09-11,5m,LONG,2025-09-11 13:40:00,2025-09-11 15:30:00,25108.6,25110.0,25089.7,25125.8,1,17.2,2025-09-11 13:30:00,25106.9,25089.7,2025-09-11 13:35:00,2025-09-11 13:35:00,1.4,-18.6,EOD,0
2025-09-12,5m,LONG,2025-09-12 11:10:00,2025-09-12 11:20:00,25190.0,25204.0,25172.0,25204.0,1,14.0,2025-09-12 11:00:00,25186.0,25172.0,2025-09-12 11:05:00,2025-09-12 11:05:00,14.0,-6.0,TARGET,0
2025-09-12,5m,LONG,2025-09-12 11:30:00,2025-09-12 15:30:00,25222.8,25210.1,25189.5,25239.2,1,16.4,2025-09-12 11:20:00,25205.9,25189.5,2025-09-12 11:25:00,2025-09-12 11:25:00,-12.7,-32.7,EOD,0
2025-09-15,5m,LONG,2025-09-15 11:50:00,2025-09-15 13:45:00,25180.5,25158.0,25158.0,25196.1,2,15.6,2025-09-15 11:35:00,25173.6,25158.0,2025-09-15 11:40:00,2025-09-15 11:45:00,-22.5,-42.5,STOP,0
2025-09-16,5m,LONG,2025-09-16 12:20:00,2025-09-16 12:25:00,25276.0,25290.4,25261.5,25290.4,2,14.4,2025-09-16 12:05:00,25275.9,25261.5,2025-09-16 12:10:00,2025-09-16 12:15:00,14.4,-5.6,TARGET,0
2025-09-16,5m,LONG,2025-09-16 15:05:00,2025-09-16 15:30:00,25325.3,25344.7,25299.6,25344.7,4,19.4,2025-09-16 14:40:00,25319.0,25299.6,2025-09-16 14:45:00,2025-09-16 15:00:00,19.4,-0.6,TARGET,0
2025-09-17,5m,SHORT,2025-09-17 14:05:00,2025-09-17 14:30:00,25409.9,25394.9,25430.0,25394.9,2,15.0,2025-09-17 13:50:00,25430.0,25415.0,2025-09-17 13:55:00,2025-09-17 14:00:00,15.0,-5.0,TARGET,0
2025-09-17,5m,SHORT,2025-09-17 14:30:00,2025-09-17 14:40:00,25391.5,25410.0,25410.0,25376.5,3,15.0,2025-09-17 14:10:00,25410.0,25395.0,2025-09-17 14:15:00,2025-09-17 14:25:00,-18.5,-38.5,STOP,0
2025-09-18,5m,SHORT,2025-09-18 13:00:00,2025-09-18 13:05:00,25456.0,25437.5,25479.4,25437.5,1,18.5,2025-09-18 12:50:00,25479.4,25460.9,2025-09-18 12:55:00,2025-09-18 12:55:00,18.5,-1.5,TARGET,0
2025-09-18,5m,LONG,2025-09-18 13:25:00,2025-09-18 15:00:00,25464.0,25488.8,25435.1,25488.8,3,24.8,2025-09-18 13:05:00,25459.9,25435.1,2025-09-18 13:10:00,2025-09-18 13:20:00,24.8,4.8,TARGET,1
2025-09-19,5m,SHORT,2025-09-19 10:45:00,2025-09-19 11:50:00,25380.0,25357.9,25403.4,25357.9,1,22.1,2025-09-19 10:35:00,25403.4,25381.3,2025-09-19 10:40:00,2025-09-19 10:40:00,22.1,2.1,TARGET,1
2025-09-19,5m,LONG,2025-09-19 14:00:00,2025-09-19 14:25:00,25422.0,25396.1,25396.1,25447.5,3,25.5,2025-09-19 13:40:00,25421.6,25396.1,2025-09-19 13:45:00,2025-09-19 13:55:00,-25.9,-45.9,STOP,0
2025-09-22,5m,SHORT,2025-09-22 13:20:00,2025-09-22 14:00:00,25361.2,25346.8,25379.4,25346.8,2,14.4,2025-09-22 13:05:00,25379.4,25365.0,2025-09-22 13:10:00,2025-09-22 13:15:00,14.4,-5.6,TARGET,0
2025-09-22,5m,SHORT,2025-09-22 14:30:00,2025-09-22 14:40:00,25320.4,25295.9,25362.1,25295.9,3,24.5,2025-09-22 14:10:00,25362.1,25337.6,2025-09-22 14:15:00,2025-09-22 14:25:00,24.5,4.5,TARGET,1
2025-09-23,5m,SHORT,2025-09-23 10:20:00,2025-09-23 11:15:00,25188.9,25162.7,25224.0,25162.7,1,26.2,2025-09-23 10:10:00,25224.0,25197.8,2025-09-23 10:15:00,2025-09-23 10:15:00,26.2,6.2,TARGET,1
2025-09-23,5m,LONG,2025-09-23 12:30:00,2025-09-23 12:35:00,25230.0,25246.7,25202.6,25246.7,1,16.7,2025-09-23 12:20:00,25219.3,25202.6,2025-09-23 12:25:00,2025-09-23 12:25:00,16.7,-3.3,TARGET,0
2025-09-23,5m,LONG,2025-09-23 13:30:00,2025-09-23 13:35:00,25286.1,25306.1,25260.0,25306.1,3,20.0,2025-09-23 13:10:00,25280.0,25260.0,2025-09-23 13:15:00,2025-09-23 13:25:00,20.0,0.0,TARGET,0
2025-09-24,5m,SHORT,2025-09-24 09:45:00,2025-09-24 10:00:00,25109.0,25143.8,25143.8,25075.2,2,33.8,2025-09-24 09:30:00,25143.8,25110.0,2025-09-24 09:35:00,2025-09-24 09:40:00,-34.8,-54.8,STOP,0
2025-09-24,5m,LONG,2025-09-24 11:30:00,2025-09-24 12:15:00,25116.0,25139.6,25086.4,25139.6,2,23.6,2025-09-24 11:15:00,25110.0,25086.4,2025-09-24 11:20:00,2025-09-24 11:25:00,23.6,3.6,TARGET,1
2025-09-24,5m,LONG,2025-09-24 12:15:00,2025-09-24 13:00:00,25150.0,25169.6,25114.4,25169.6,1,19.6,2025-09-24 12:05:00,25134.0,25114.4,2025-09-24 12:10:00,2025-09-24 12:10:00,19.6,-0.4,TARGET,0
2025-09-24,5m,SHORT,2025-09-24 14:10:00,2025-09-24 14:35:00,25162.2,25134.2,25193.0,25134.2,1,28.0,2025-09-24 14:00:00,25193.0,25165.0,2025-09-24 14:05:00,2025-09-24 14:05:00,28.0,8.0,TARGET,1
2025-09-24,5m,SHORT,2025-09-24 15:00:00,2025-09-24 15:30:00,25112.1,25113.0,25154.0,25083.1,2,29.0,2025-09-24 14:45:00,25154.0,25125.0,2025-09-24 14:50:00,2025-09-24 14:55:00,-0.9,-20.9,EOD,0
2025-09-25,5m,SHORT,2025-09-25 11:40:00,2025-09-25 11:45:00,25053.3,25031.3,25078.8,25031.3,1,22.0,2025-09-25 11:30:00,25078.8,25056.8,2025-09-25 11:35:00,2025-09-25 11:35:00,22.0,2.0,TARGET,1
2025-09-25,5m,LONG,2025-09-25 13:00:00,2025-09-25 14:35:00,25036.9,25002.1,25002.1,25068.9,2,32.0,2025-09-25 12:45:00,25034.1,25002.1,2025-09-25 12:50:00,2025-09-25 12:55:00,-34.8,-54.8,STOP,0
2025-09-26,5m,SHORT,2025-09-26 11:20:00,2025-09-26 13:15:00,24819.1,24796.3,24842.8,24796.3,1,22.8,2025-09-26 11:10:00,24842.8,24820.0,2025-09-26 11:15:00,2025-09-26 11:15:00,22.8,2.8,TARGET,1
2025-09-26,5m,LONG,2025-09-26 12:25:00,2025-09-26 12:30:00,24833.6,24808.7,24808.7,24853.2,3,19.6,2025-09-26 12:05:00,24828.3,24808.7,2025-09-26 12:10:00,2025-09-26 12:20:00,-24.9,-44.9,STOP,0
2025-09-26,5m,SHORT,2025-09-26 13:50:00,2025-09-26 14:00:00,24731.4,24708.7,24777.7,24708.7,2,22.7,2025-09-26 13:35:00,24777.7,24755.0,2025-09-26 13:40:00,2025-09-26 13:45:00,22.7,2.7,TARGET,1
2025-09-29,5m,LONG,2025-09-29 11:05:00,2025-09-29 11:30:00,24815.3,24777.7,24777.7,24845.2,1,29.9,2025-09-29 10:55:00,24807.6,24777.7,2025-09-29 11:00:00,2025-09-29 11:00:00,-37.6,-57.6,STOP,0
2025-09-29,5m,LONG,2025-09-29 14:00:00,2025-09-29 14:45:00,24752.0,24712.5,24712.5,24784.5,2,32.5,2025-09-29 13:45:00,24745.0,24712.5,2025-09-29 13:50:00,2025-09-29 13:55:00,-39.5,-59.5,STOP,0
2025-09-30,5m,LONG,2025-09-30 10:55:00,2025-09-30 11:20:00,24647.4,24686.3,24595.3,24686.3,2,38.9,2025-09-30 10:40:00,24634.2,24595.3,2025-09-30 10:45:00,2025-09-30 10:50:00,38.9,18.9,TARGET,1
2025-09-30,5m,SHORT,2025-09-30 14:10:00,2025-09-30 14:20:00,24618.0,24587.0,24658.0,24587.0,2,31.0,2025-09-30 13:55:00,24658.0,24627.0,2025-09-30 14:00:00,2025-09-30 14:05:00,31.0,11.0,TARGET,1
2025-09-30,5m,SHORT,2025-09-30 15:05:00,2025-09-30 15:30:00,24610.2,24609.6,24658.7,24568.2,2,42.0,2025-09-30 14:50:00,24658.7,24616.7,2025-09-30 14:55:00,2025-09-30 15:00:00,0.6,-19.4,EOD,0
2025-10-01,5m,LONG,2025-10-01 14:45:00,2025-10-01 15:30:00,24975.0,24982.8,24946.2,24998.8,1,23.8,2025-10-01 14:35:00,24970.0,24946.2,2025-10-01 14:40:00,2025-10-01 14:40:00,7.8,-12.2,EOD,0
2025-10-03,5m,LONG,2025-10-03 09:45:00,2025-10-03 10:00:00,24921.4,24953.5,24884.8,24953.5,1,32.1,2025-10-03 09:35:00,24916.9,24884.8,2025-10-03 09:40:00,2025-10-03 09:40:00,32.1,12.1,TARGET,1
2025-10-03,5m,LONG,2025-10-03 12:45:00,2025-10-03 14:40:00,24945.4,24974.4,24916.0,24974.4,1,29.0,2025-10-03 12:35:00,24945.0,24916.0,2025-10-03 12:40:00,2025-10-03 12:40:00,29.0,9.0,TARGET,1
2025-10-07,5m,SHORT,2025-10-07 13:55:00,2025-10-07 14:30:00,25295.0,25274.4,25317.6,25274.4,1,20.6,2025-10-07 13:45:00,25317.6,25297.0,2025-10-07 13:50:00,2025-10-07 13:50:00,20.6,0.6,TARGET,1
2025-10-08,5m,LONG,2025-10-08 12:45:00,2025-10-08 13:10:00,25139.6,25182.9,25085.0,25182.9,3,43.3,2025-10-08 12:25:00,25128.3,25085.0,2025-10-08 12:30:00,2025-10-08 12:40:00,43.3,23.3,TARGET,1
2025-10-10,5m,SHORT,2025-10-10 10:45:00,2025-10-10 10:55:00,25383.0,25415.0,25415.0,25357.0,3,26.0,2025-10-10 10:25:00,25415.0,25389.0,2025-10-10 10:30:00,2025-10-10 10:40:00,-32.0,-52.0,STOP,0
2025-10-10,5m,SHORT,2025-10-10 14:10:00,2025-10-10 15:05:00,25426.0,25402.5,25454.0,25402.5,1,23.5,2025-10-10 14:00:00,25454.0,25430.5,2025-10-10 14:05:00,2025-10-10 14:05:00,23.5,3.5,TARGET,1
2025-10-13,5m,LONG,2025-10-13 12:45:00,2025-10-13 13:00:00,25275.0,25291.3,25257.5,25291.3,2,16.3,2025-10-13 12:30:00,25273.8,25257.5,2025-10-13 12:35:00,2025-10-13 12:40:00,16.3,-3.7,TARGET,0
2025-10-14,5m,SHORT,2025-10-14 12:30:00,2025-10-14 14:30:00,25150.0,25212.5,25212.5,25102.5,3,47.5,2025-10-14 12:10:00,25212.5,25165.0,2025-10-14 12:15:00,2025-10-14 12:25:00,-62.5,-82.5,STOP,0
2025-10-14,5m,LONG,2025-10-14 13:30:00,2025-10-14 14:25:00,25165.5,25202.9,25126.4,25202.9,3,37.4,2025-10-14 13:10:00,25163.8,25126.4,2025-10-14 13:15:00,2025-10-14 13:25:00,37.4,17.4,TARGET,1
2025-10-14,5m,SHORT,2025-10-14 15:10:00,2025-10-14 15:30:00,25203.0,25185.5,25245.8,25166.9,3,36.1,2025-10-14 14:50:00,25245.8,25209.7,2025-10-14 14:55:00,2025-10-14 15:05:00,17.5,-2.5,EOD,0
2025-10-15,5m,LONG,2025-10-15 10:25:00,2025-10-15 10:55:00,25376.5,25411.5,25325.0,25411.5,1,35.0,2025-10-15 10:15:00,25360.0,25325.0,2025-10-15 10:20:00,2025-10-15 10:20:00,35.0,15.0,TARGET,1
2025-10-15,5m,SHORT,2025-10-15 14:00:00,2025-10-15 14:50:00,25430.0,25409.2,25452.5,25409.2,1,20.8,2025-10-15 13:50:00,25452.5,25431.7,2025-10-15 13:55:00,2025-10-15 13:55:00,20.8,0.8,TARGET,1
2025-10-16,5m,SHORT,2025-10-16 10:15:00,2025-10-16 10:30:00,25502.0,25533.6,25533.6,25478.4,3,23.6,2025-10-16 09:55:00,25533.6,25510.0,2025-10-16 10:00:00,2025-10-16 10:10:00,-31.6,-51.6,STOP,0
2025-10-16,5m,LONG,2025-10-16 13:15:00,2025-10-16 13:45:00,25610.0,25628.7,25590.3,25628.7,3,18.7,2025-10-16 12:55:00,25609.0,25590.3,2025-10-16 13:00:00,2025-10-16 13:10:00,18.7,-1.3,TARGET,0
2025-10-16,5m,SHORT,2025-10-16 14:50:00,2025-10-16 15:10:00,25674.0,25652.8,25699.3,25652.8,1,21.2,2025-10-16 14:40:00,25699.3,25678.1,2025-10-16 14:45:00,2025-10-16 14:45:00,21.2,1.2,TARGET,1
2025-10-17,5m,LONG,2025-10-17 10:05:00,2025-10-17 10:35:00,25687.0,25746.2,25615.0,25746.2,2,59.2,2025-10-17 09:50:00,25674.2,25615.0,2025-10-17 09:55:00,2025-10-17 10:00:00,59.2,39.2,TARGET,1
2025-10-17,5m,LONG,2025-10-17 12:10:00,2025-10-17 12:50:00,25823.6,25790.0,25790.0,25854.6,1,31.0,2025-10-17 12:00:00,25821.0,25790.0,2025-10-17 12:05:00,2025-10-17 12:05:00,-33.6,-53.6,STOP,0
2025-10-17,5m,LONG,2025-10-17 14:10:00,2025-10-17 14:40:00,25741.8,25776.7,25690.0,25776.7,1,34.9,2025-10-17 14:00:00,25724.9,25690.0,2025-10-17 14:05:00,2025-10-17 14:05:00,34.9,14.9,TARGET,1
2025-10-20,5m,SHORT,2025-10-20 09:50:00,2025-10-20 15:30:00,25845.0,25930.2,25965.0,25752.5,4,92.5,2025-10-20 09:25:00,25965.0,25872.5,2025-10-20 09:30:00,2025-10-20 09:45:00,-85.2,-105.2,EOD,0
2025-10-21,5m,SHORT,2025-10-21 14:30:00,2025-10-21 14:45:00,25907.0,25880.3,25940.0,25880.3,6,26.7,2025-10-21 13:55:00,25940.0,25913.3,2025-10-21 14:00:00,2025-10-21 14:25:00,26.7,6.7,TARGET,1
2025-10-23,5m,SHORT,2025-10-23 13:00:00,2025-10-23 13:35:00,26130.8,26100.9,26169.9,26100.9,1,29.9,2025-10-23 12:50:00,26169.9,26140.0,2025-10-23 12:55:00,2025-10-23 12:55:00,29.9,9.9,TARGET,1
2025-10-23,5m,SHORT,2025-10-23 13:35:00,2025-10-23 14:00:00,26080.0,26053.7,26141.0,26053.7,1,26.3,2025-10-23 13:25:00,26141.0,26114.7,2025-10-23 13:30:00,2025-10-23 13:30:00,26.3,6.3,TARGET,1
2025-10-23,5m,SHORT,2025-10-23 15:00:00,2025-10-23 15:10:00,26022.0,25980.1,26079.0,25980.1,2,41.9,2025-10-23 14:45:00,26079.0,26037.1,2025-10-23 14:50:00,2025-10-23 14:55:00,41.9,21.9,TARGET,1
2025-10-24,5m,SHORT,2025-10-24 10:15:00,2025-10-24 10:30:00,25923.4,25861.7,25991.8,25861.7,6,61.7,2025-10-24 09:40:00,25991.8,25930.1,2025-10-24 09:45:00,2025-10-24 10:10:00,61.7,41.7,TARGET,1
2025-10-27,5m,SHORT,2025-10-27 11:40:00,2025-10-27 11:45:00,26019.1,25996.3,26045.0,25996.3,1,22.8,2025-10-27 11:30:00,26045.0,26022.2,2025-10-27 11:35:00,2025-10-27 11:35:00,22.8,2.8,TARGET,1
2025-10-27,5m,LONG,2025-10-27 13:50:00,2025-10-27 15:30:00,26007.8,26036.7,25964.0,26037.9,1,30.1,2025-10-27 13:40:00,25994.1,25964.0,2025-10-27 13:45:00,2025-10-27 13:45:00,28.9,8.9,EOD,1
2025-10-28,5m,LONG,2025-10-28 09:35:00,2025-10-28 10:00:00,26057.9,25976.0,25976.0,26106.9,1,49.0,2025-10-28 09:25:00,26025.0,25976.0,2025-10-28 09:30:00,2025-10-28 09:30:00,-81.9,-101.9,STOP,0
2025-10-28,5m,SHORT,2025-10-28 14:25:00,2025-10-28 15:00:00,25836.5,25884.5,25884.5,25802.5,1,34.0,2025-10-28 14:15:00,25884.5,25850.5,2025-10-28 14:20:00,2025-10-28 14:20:00,-48.0,-68.0,STOP,0
2025-10-28,5m,LONG,2025-10-28 15:00:00,2025-10-28 15:05:00,25895.0,25929.0,25821.0,25929.0,1,34.0,2025-10-28 14:50:00,25855.0,25821.0,2025-10-28 14:55:00,2025-10-28 14:55:00,34.0,14.0,TARGET,1
2025-10-29,5m,LONG,2025-10-29 15:25:00,2025-10-29 15:30:00,26253.0,26261.3,26220.5,26274.9,1,21.9,2025-10-29 15:15:00,26242.4,26220.5,2025-10-29 15:20:00,2025-10-29 15:20:00,8.3,-11.7,EOD,0
2025-10-30,5m,SHORT,2025-10-30 09:35:00,2025-10-30 09:45:00,26090.0,26056.1,26153.9,26056.1,1,33.9,2025-10-30 09:25:00,26153.9,26120.0,2025-10-30 09:30:00,2025-10-30 09:30:00,33.9,13.9,TARGET,1
2025-10-30,5m,LONG,2025-10-30 13:15:00,2025-10-30 13:25:00,26081.0,26050.0,26050.0,26101.1,2,20.1,2025-10-30 13:00:00,26070.1,26050.0,2025-10-30 13:05:00,2025-10-30 13:10:00,-31.0,-51.0,STOP,0
2025-10-30,5m,LONG,2025-10-30 14:25:00,2025-10-30 14:55:00,26057.1,26030.0,26030.0,26082.1,4,25.0,2025-10-30 14:00:00,26055.0,26030.0,2025-10-30 14:05:00,2025-10-30 14:20:00,-27.1,-47.1,STOP,0
2025-10-30,5m,SHORT,2025-10-30 14:55:00,2025-10-30 15:30:00,26014.0,26037.4,26064.6,25981.4,3,32.6,2025-10-30 14:35:00,26064.6,26032.0,2025-10-30 14:40:00,2025-10-30 14:50:00,-23.4,-43.4,EOD,0
2025-10-31,5m,LONG,2025-10-31 09:25:00,2025-10-31 09:45:00,26068.2,26115.2,25968.0,26115.2,1,47.0,2025-10-31 09:15:00,26015.0,25968.0,2025-10-31 09:20:00,2025-10-31 09:20:00,47.0,27.0,TARGET,1
2025-10-31,5m,SHORT,2025-10-31 12:25:00,2025-10-31 15:30:00,25931.4,25907.1,25980.0,25888.3,1,43.1,2025-10-31 12:15:00,25980.0,25936.9,2025-10-31 12:20:00,2025-10-31 12:20:00,24.3,4.3,EOD,1
2025-11-04,5m,SHORT,2025-11-04 11:10:00,2025-11-04 11:40:00,25797.0,25767.1,25835.0,25767.1,1,29.9,2025-11-04 11:00:00,25835.0,25805.1,2025-11-04 11:05:00,2025-11-04 11:05:00,29.9,9.9,TARGET,1
2025-11-07,5m,SHORT,2025-11-07 09:35:00,2025-11-07 09:50:00,25434.5,25479.3,25479.3,25393.0,1,41.5,2025-11-07 09:25:00,25479.3,25437.8,2025-11-07 09:30:00,2025-11-07 09:30:00,-44.8,-64.8,STOP,0
2025-11-07,5m,LONG,2025-11-07 11:25:00,2025-11-07 11:30:00,25521.6,25560.3,25481.3,25560.3,1,38.7,2025-11-07 11:15:00,25520.0,25481.3,2025-11-07 11:20:00,2025-11-07 11:20:00,38.7,18.7,TARGET,1
2025-11-07,5m,LONG,2025-11-07 15:15:00,2025-11-07 15:30:00,25605.0,25605.0,25565.5,25636.7,1,31.7,2025-11-07 15:05:00,25597.2,25565.5,2025-11-07 15:10:00,2025-11-07 15:10:00,0.0,-20.0,EOD,0
2025-11-10,5m,SHORT,2025-11-10 09:25:00,2025-11-10 10:20:00,25621.0,25693.4,25693.4,25553.6,1,67.4,2025-11-10 09:15:00,25693.4,25626.0,2025-11-10 09:20:00,2025-11-10 09:20:00,-72.4,-92.4,STOP,0
2025-11-12,5m,LONG,2025-11-12 12:30:00,2025-11-12 15:30:00,25996.0,25979.1,25966.1,26024.9,10,28.9,2025-11-12 11:35:00,25995.0,25966.1,2025-11-12 11:40:00,2025-11-12 12:25:00,-16.9,-36.9,EOD,0
2025-11-12,5m,SHORT,2025-11-12 13:30:00,2025-11-12 13:50:00,25993.0,26015.0,26015.0,25976.9,1,16.1,2025-11-12 13:20:00,26015.0,25998.9,2025-11-12 13:25:00,2025-11-12 13:25:00,-22.0,-42.0,STOP,0
2025-11-13,5m,LONG,2025-11-13 10:10:00,2025-11-13 10:50:00,25992.5,26026.1,25943.4,26026.1,2,33.6,2025-11-13 09:55:00,25977.0,25943.4,2025-11-13 10:00:00,2025-11-13 10:05:00,33.6,13.6,TARGET,1
2025-11-13,5m,LONG,2025-11-13 13:40:00,2025-11-13 13:55:00,26076.4,26054.4,26054.4,26094.0,2,17.6,2025-11-13 13:25:00,26072.0,26054.4,2025-11-13 13:30:00,2025-11-13 13:35:00,-22.0,-42.0,STOP,0
2025-11-13,5m,LONG,2025-11-13 14:30:00,2025-11-13 14:55:00,25995.0,25963.1,25963.1,26024.9,1,29.9,2025-11-13 14:20:00,25993.0,25963.1,2025-11-13 14:25:00,2025-11-13 14:25:00,-31.9,-51.9,STOP,0
2025-11-13,5m,LONG,2025-11-13 15:15:00,2025-11-13 15:30:00,25975.0,25951.0,25931.0,26007.6,1,32.6,2025-11-13 15:05:00,25963.6,25931.0,2025-11-13 15:10:00,2025-11-13 15:10:00,-24.0,-44.0,EOD,0
2025-11-17,5m,SHORT,2025-11-17 10:40:00,2025-11-17 12:00:00,25996.0,26038.3,26038.3,25958.9,1,37.1,2025-11-17 10:30:00,26038.3,26001.2,2025-11-17 10:35:00,2025-11-17 10:35:00,-42.3,-62.3,STOP,0
2025-11-17,5m,LONG,2025-11-17 14:05:00,2025-11-17 14:20:00,26072.4,26051.4,26051.4,26087.3,1,14.9,2025-11-17 13:55:00,26066.3,26051.4,2025-11-17 14:00:00,2025-11-17 14:00:00,-21.0,-41.0,STOP,0
2025-11-17,5m,SHORT,2025-11-17 14:45:00,2025-11-17 15:30:00,26043.7,26061.9,26071.1,26017.9,4,25.8,2025-11-17 14:20:00,26071.1,26045.3,2025-11-17 14:25:00,2025-11-17 14:40:00,-18.2,-38.2,EOD,0
2025-11-17,5m,LONG,2025-11-17 15:00:00,2025-11-17 15:30:00,26065.0,26061.9,26043.1,26081.2,1,16.2,2025-11-17 14:50:00,26059.3,26043.1,2025-11-17 14:55:00,2025-11-17 14:55:00,-3.1,-23.1,EOD,0
2025-11-18,5m,LONG,2025-11-18 11:00:00,2025-11-18 11:50:00,25973.9,26004.6,25927.8,26004.6,1,30.7,2025-11-18 10:50:00,25958.5,25927.8,2025-11-18 10:55:00,2025-11-18 10:55:00,30.7,10.7,TARGET,1
2025-11-18,5m,LONG,2025-11-18 13:05:00,2025-11-18 13:40:00,25995.0,26023.5,25960.0,26023.5,1,28.5,2025-11-18 12:55:00,25988.5,25960.0,2025-11-18 13:00:00,2025-11-18 13:00:00,28.5,8.5,TARGET,1
2025-11-19,5m,LONG,2025-11-19 12:00:00,2025-11-19 12:15:00,26011.3,26042.8,25977.3,26042.8,2,31.5,2025-11-19 11:45:00,26008.8,25977.3,2025-11-19 11:50:00,2025-11-19 11:55:00,31.5,11.5,TARGET,1
2025-11-19,5m,SHORT,2025-11-19 13:30:00,2025-11-19 14:20:00,26040.0,26075.0,26075.0,26006.1,4,33.9,2025-11-19 13:05:00,26075.0,26041.1,2025-11-19 13:10:00,2025-11-19 13:25:00,-35.0,-55.0,STOP,0
2025-11-19,5m,LONG,2025-11-19 14:15:00,2025-11-19 15:30:00,26069.0,26078.0,26036.3,26094.5,1,25.5,2025-11-19 14:05:00,26061.8,26036.3,2025-11-19 14:10:00,2025-11-19 14:10:00,9.0,-11.0,EOD,0
2025-11-20,5m,SHORT,2025-11-20 15:05:00,2025-11-20 15:30:00,26209.3,26235.4,26245.0,26175.7,3,33.6,2025-11-20 14:45:00,26245.0,26211.4,2025-11-20 14:50:00,2025-11-20 15:00:00,-26.1,-46.1,EOD,0
2025-11-21,5m,SHORT,2025-11-21 09:55:00,2025-11-21 12:25:00,26110.2,26168.4,26168.4,26059.4,1,50.8,2025-11-21 09:45:00,26168.4,26117.6,2025-11-21 09:50:00,2025-11-21 09:50:00,-58.2,-78.2,STOP,0
2025-11-21,5m,LONG,2025-11-21 12:15:00,2025-11-21 12:25:00,26138.0,26163.7,26102.3,26163.7,1,25.7,2025-11-21 12:05:00,26128.0,26102.3,2025-11-21 12:10:00,2025-11-21 12:10:00,25.7,5.7,TARGET,1
2025-11-25,5m,LONG,2025-11-25 10:00:00,2025-11-25 11:00:00,26006.6,25939.2,25939.2,26069.4,8,62.8,2025-11-25 09:15:00,26002.0,25939.2,2025-11-25 09:20:00,2025-11-25 09:55:00,-67.4,-87.4,STOP,0
